Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
India,IND,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,51.5028916237,51.7642068537017,53.4426723849092,52.3179987692042,53.605291953636,..,..,..,..,..
India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,67.1782980878401,66.759978260384,71.636055060821,72.5227381120314,74.4921858694795,75.3093989605236,..,..,..,..
India,IND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,12.5656513677538,13.3622326287812,11.0893647561237,12.3886605001713,11.0801572565746,9.9820390975008,..,..,..,..
India,IND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,11.5669950256071,10.627191643649,7.61347011572959,5.24143710241891,4.63653355306791,4.92319617296841,..,..,..,..
India,IND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.68180221683125,3.00473878957987,2.92649741907967,2.87400331835372,2.79063943071017,..,..,..,..,..
India,IND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.49056580656228,2.2451551181161,2.03784518752076,1.95633409238995,1.76743589228265,1.65950351553575,..,..,..,..
India,IND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,81.2358589200095,79.6323250221491,81.2873703640714,79.7205093068402,80.8961553148301,81.8920986490278,..,..,..,..
India,IND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.47809306770565,3.95473022774481,4.64360860478928,4.96065332607863,5.1736825587741,5.36101124797904,..,..,..,..
India,IND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,34065000000,42495000000,52150000000,59079000000,66931000000,74143000000,..,..,..,..
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,16.0437444354595,17.316962856526,15.732973360913,17.3493138262499,16.2538398153488,15.3430503454798,..,..,..,..
India,IND,Time required to get electricity (days),IC.ELC.TIME,..,..,..,115.61,115.61,100.02,59.21,59.21,54.97,52.85
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.15,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62,98.14,98.51,..
Indonesia,IDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,89.3565179950132,90.2011284604576,92.6323947288045,92.9942041681205,93.9762504080437,94.9177642160956,95.0620025675624,96.0303586103137,96.8134079568893,..
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.96,99.35,99.2,99.6731650809369,99.74,99.8313935861281,99.8,99.89,99.88,..
Indonesia,IDN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,40.3291307232913,43.8658520733134,43.1370044953004,42.0728655790211,44.2512542093327,..,..,..,..,..
Indonesia,IDN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,40.319872757798,44.2107329200674,51.0753386991951,51.50078696417,52.4548438624515,55.7764633479212,..,..,..,..
Indonesia,IDN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,10.2830549910165,6.77091000288959,6.39854021896716,7.83399685214332,6.65361863469606,5.87262376914661,..,..,..,..
Indonesia,IDN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,23.708874554505,20.7925110540462,22.7230915362696,23.8357559485233,24.5857396127719,25.1700971006565,..,..,..,..
Indonesia,IDN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,..,..,..,..,..
Indonesia,IDN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,20.1172277694324,22.9956874226489,14.9572564115383,12.3840385149523,11.4764169987186,8.39801012035011,..,..,..,..
Indonesia,IDN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,84.1459750817354,87.9989313967626,88.7556866470029,87.7205814276456,88.517000473942,89.3445705689278,..,..,..,..
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,5.57096992724809,5.22198051434709,4.83827425886117,4.43616331821128,4.82148185855465,4.7785318654267,..,..,..,..
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,9457000000,9578000000,9678000000,9583000000,10987000000,11181000000,..,..,..,..
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,15.8540249182646,11.9928905172367,11.2368144778283,12.2701601703546,11.4751004932507,10.6511556345733,..,..,..,..
Indonesia,IDN,Time required to get electricity (days),IC.ELC.TIME,..,..,..,86.8,81.34,79,57.68,34,34,32.24
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..
Italy,ITA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Italy,ITA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9330368041992,99.9709091186523,99.9921569824219,99.9990539550781,100,100,100,100,100,..
Italy,ITA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,39.0645334149889,39.5744902476498,39.279284194446,36.3264580369844,35.5603515686091,..,..,..,..,..
Italy,ITA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,14.8721604696542,16.6769777281073,18.2005933440521,16.8431691958223,16.7282716564311,16.1200730212174,..,..,..,..
Italy,ITA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,17.108641008391,15.2414118836646,14.0851939804506,18.330097357151,21.0505688273958,16.1733472556666,..,..,..,..
Italy,ITA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,51.1217546431572,48.0788164231926,43.4103155756177,37.8157681767503,33.6683254469358,39.3732108736264,..,..,..,..
Italy,ITA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,..,..,..,..
Italy,ITA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.26772499523049,6.61404699183098,6.35389407261401,5.37739355143465,5.09247939708611,4.75348235912517,..,..,..,..
Italy,ITA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,73.2616401080419,71.3698411431308,67.9648029922838,60.0363309240072,55.4890765004531,60.2467662539689,..,..,..,..
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,8.65171886348499,12.353316835635,16.9351963349905,20.5752512078469,22.3410375526759,22.5058779238676,..,..,..,..
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,25849000000,37140000000,50348000000,59238000000,62134000000,63368000000,..,..,..,..
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,25.760359871876,27.5947287192996,31.0203903154411,38.905348564998,43.3916063800716,38.6792251795342,..,..,..,..
Italy,ITA,Time required to get electricity (days),IC.ELC.TIME,124,124,124,124,124,124,124,75,75,75
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..
Japan,JPN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Japan,JPN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9339752197266,99.9716415405273,99.9925079345703,99.9991226196289,100,100,100,100,100,..
Japan,JPN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,49.7094853483478,51.7105308307312,53.6171937690787,53.8549121665582,53.0964219311308,..,..,..,..,..
Japan,JPN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,27.1551421674573,27.099953182867,29.7220792101697,32.925870522337,32.7419341069205,33.1527356254335,..,..,..,..
Japan,JPN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,7.21117410952368,7.74362826265622,7.14401986689784,7.37094939904584,7.75888972257293,8.22909281286162,..,..,..,..
Japan,JPN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,27.9469398209223,36.1084817194453,38.7185888748401,38.4681449462751,41.5149356445458,39.5872171982853,..,..,..,..
Japan,JPN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,25.2819139978107,9.47148762138249,1.5084722022426,0.87800182150222,0,0.911553166046214,..,..,..,..
Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.86856176495355,10.6210669652539,12.7065051976469,10.2033381623591,8.53586005996834,7.51942012970579,..,..,..,..
Japan,JPN,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,61.9706437533331,73.8295018675662,81.1471732826566,81.5973536309712,82.7927298114346,80.2593729534245,..,..,..,..
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.32060305386364,3.7192163389002,4.05022751535066,4.83434239522823,6.30046963498235,7.75568791016029,..,..,..,..
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,37857000000,39959000000,42796000000,51223000000,66421000000,80292000000,..,..,..,..
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,10.5317771633873,11.4628446015564,11.1942473822485,12.2052917942741,14.0593593575553,15.9847807230219,..,..,..,..
Japan,JPN,Time required to get electricity (days),IC.ELC.TIME,..,..,..,81.9,81.9,81.9,81.55,80.9,80.9,80.9
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..
"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
"Korea, Rep.",KOR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9392318725586,99.9749221801758,99.9938430786133,99.9993743896484,100,100,100,100,100,..
"Korea, Rep.",KOR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,58.6111111111111,60.4104191366204,60.9574634519443,60.439022685169,60.4850213980029,..,..,..,..,..
"Korea, Rep.",KOR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,44.1449675671105,43.1721382243733,45.0802828971531,41.4288396719782,42.4096756346796,43.0762564044674,..,..,..,..
"Korea, Rep.",KOR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.741265667843726,0.88414065489479,0.747549135016527,0.797373445549377,0.504153033894765,0.390731684224709,..,..,..,..
"Korea, Rep.",KOR,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,20.7731549893501,22.251001340248,21.0829950935614,26.9264590781404,23.8992719825012,22.3689337358392,..,..,..,..
"Korea, Rep.",KOR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,29.9155657737388,29.7513907236378,28.3136353790954,25.8015099713511,28.6530027515911,29.998943968421,..,..,..,..
"Korea, Rep.",KOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.81202211315072,3.19794328654964,3.98692872008815,3.98184762340325,3.18667951475271,2.27920746650741,..,..,..,..
"Korea, Rep.",KOR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,68.7301446696113,68.6210828511709,70.1502067108026,72.3371463735218,69.4956271319335,67.724397606814,..,..,..,..
"Korea, Rep.",KOR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.504108971287531,0.553981997988667,0.588395943006206,0.835485256306575,1.06271502529925,1.50393462800377,..,..,..,..
"Korea, Rep.",KOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2504000000,2881000000,3124000000,4494000000,5801000000,8260000000,..,..,..,..
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1.24537463913126,1.43812265288346,1.33594507802273,1.63285870185595,1.56686805919401,1.89466631222848,..,..,..,..
"Korea, Rep.",KOR,Time required to get electricity (days),IC.ELC.TIME,18,18,18,18,18,18,13,13,13,13
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.236696,99.1445693969727,99.111637,99.3201751708984,99.172928,99,99.5,100,100,..
Mexico,MEX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.5991857046315,96.9034726220326,97.156979858956,97.5051706509414,97.4269296534203,97.8517740684543,98.331067891438,100,100,..
Mexico,MEX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.703549,99.772590637207,99.650006,99.8114318847656,99.63725,99.3,99.8,99.9973907470703,100,..
Mexico,MEX,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,44.0506907181185,44.6772988884495,46.0077790402937,44.6497511771663,44.0661839784647,..,..,..,..,..
Mexico,MEX,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,11.7160308778857,11.1497567307788,11.1181272540263,10.7491440371848,11.2376283599119,10.8659180170857,..,..,..,..
Mexico,MEX,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,13.4758671249233,11.9725450948139,10.3776348509901,9.41794528564606,12.9000053068697,9.90396544298671,..,..,..,..
Mexico,MEX,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,53.348189172416,54.3301260772054,53.8661840717643,55.7499175988645,57.0362459203439,59.8612191374888,..,..,..,..
Mexico,MEX,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.13365174187133,3.332441511341,2.85455752730871,3.96870774839738,3.20966115636692,3.72085698307503,..,..,..,..
Mexico,MEX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,16.1818557943216,16.2665028356636,18.2864192065827,16.1849283278287,10.947408920848,10.1488728474182,..,..,..,..
Mexico,MEX,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,81.2460758446234,81.7463856436477,83.2707305323733,82.683989963878,79.2212832011038,80.8760100019927,..,..,..,..
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.12698476066735,2.91625791492018,3.41049643912664,3.88159797663171,4.64351102502189,5.49016834973549,..,..,..,..
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,8616000000,8829000000,10478000000,11541000000,14000000000,17082000000,..,..,..,..
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,16.6028518855907,14.8888030097341,13.7881312901168,13.2995432622778,17.5435163318916,15.3941337927222,..,..,..,..
Mexico,MEX,Time required to get electricity (days),IC.ELC.TIME,..,..,..,107.93,107.93,107.93,100.44,100.44,100.44,100.44
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,..
Netherlands,NLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Netherlands,NLD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9330368041992,99.9709091186523,99.9921569824219,99.9990539550781,100,100,100,100,100,..
Netherlands,NLD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,41.7274652859496,42.7739812705644,41.5021789284799,41.5810428975083,45.8473776459485,..,..,..,..,..
Netherlands,NLD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,21.6315921857969,21.7070452690786,26.440976591996,27.0690807580404,31.3485079966737,38.6535840828564,..,..,..,..
Netherlands,NLD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.0880355495933596,0.0500162333388907,0.100679587213692,0.112054729889125,0.108298361987275,0.0844916871082039,..,..,..,..
Netherlands,NLD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,63.1617338811101,60.9627686178848,54.7871207574203,55.1417394039475,49.8191804134677,42.2794585263923,..,..,..,..
Netherlands,NLD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,3.32774377462899,3.63363547818151,3.79000561482313,2.84166863253912,3.95579106151734,3.50867629690197,..,..,..,..
Netherlands,NLD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.05055755848076,1.23373375569264,1.0251892582625,1.1824722811984,1.84300605310488,1.30008176614881,..,..,..,..
Netherlands,NLD,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,85.8438836253878,83.903547642656,82.2532866076788,83.3932924431863,83.0106944632463,82.2331243753975,..,..,..,..
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,9.29990777228138,10.7622649456403,12.0137853588646,11.8630573248408,11.2127482643254,12.3575906241483,..,..,..,..
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,11092000000,12265000000,12410000000,12069000000,11596000000,13602000000,..,..,..,..
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,9.38794332187474,10.8122811789791,12.1144649460783,11.9751120547299,11.3210466263126,12.4420823112565,..,..,..,..
Netherlands,NLD,Time required to get electricity (days),IC.ELC.TIME,110,110,110,110,110,102,102,102,102,102
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,95.5,100,100,100,..
Russian Federation,RUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Russian Federation,RUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.611442565918,99.764518737793,99.8100814819336,99.6713485717773,99.684440612793,95.1,99.7044830322266,99.7129745483398,99.7213363647461,..
Russian Federation,RUS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,62.5238730607226,63.2691348790825,64.9791723088431,63.3425428765052,61.1100132874519,..,..,..,..,..
Russian Federation,RUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,15.9830559512641,15.5421504822882,15.7494578294662,15.2216976538145,14.787924313751,14.8216583163089,..,..,..,..
Russian Federation,RUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,16.0679885263812,15.7496526593992,15.5144471263325,17.1286766409257,16.49831079332,15.764768590768,..,..,..,..
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,50.2384868103571,49.3068857484466,49.1321998329769,50.1115272568077,50.2189991273923,49.7126094312904,..,..,..,..
Russian Federation,RUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,16.4474827142907,16.4236311266561,16.6026224314116,16.3114404556023,17.0150979024468,..,..,..,..,..
Russian Federation,RUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.897100324674071,2.5968636307088,2.62280548352073,0.821963919821405,1.00636994238153,0.946957789011686,..,..,..,..
Russian Federation,RUS,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,67.1186430862954,67.4458998614436,67.5044631459638,66.1551888304436,66.0132933835248,65.481225536611,..,..,..,..
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.0526002879986411,0.0533712693530206,0.0492839795270421,0.0459535793205111,0.0699404047506761,0.0910265638035215,..,..,..,..
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,545000000,562000000,527000000,486000000,743000000,970000000,..,..,..,..
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,16.1205888143799,15.8030239287522,15.5637311058596,17.1746302202462,16.5682511980707,15.8557951545716,..,..,..,..
Russian Federation,RUS,Time required to get electricity (days),IC.ELC.TIME,..,..,..,175.2,175.2,160.5,83,83,73,40.7
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,99.9,99.93,100,..
Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Saudi Arabia,SAU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.9631271362305,99.9856414794922,99.9969024658203,99.9997711181641,100,100,100,100,100,..
Saudi Arabia,SAU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,47.1391076115486,47.9381443298969,47.9863599084905,48.2252038043478,49.1580962908861,..,..,..,..,..
Saudi Arabia,SAU,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,..,..,..,..
Saudi Arabia,SAU,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,..,..,..,..
Saudi Arabia,SAU,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,46.1408690074021,43.3374520647641,44.6834511189635,52.7517719009778,51.1600161638968,55.8036980989312,..,..,..,..
Saudi Arabia,SAU,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,..,..,..,..,..
